Fitness,Distance,Time
0.25835236442974435,70.9714227381436,0.9557039737701416
0.2601938993053471,92.58602513484249,1.9340715408325195
0.2613377505493051,113.08925015361643,3.089582920074463
0.2641992570721808,124.69316876852982,4.428246259689331
0.2658406059258969,135.8332303254654,5.946860074996948
0.2630903232975335,136.36617007214173,7.645811080932617
0.26520298902569883,155.2595215861893,9.543052196502686
0.26804862522302864,152.7893276880822,11.613931894302368
0.26465610649610233,133.81566172707193,13.875887393951416
0.5021098410972575,170.38713056191725,16.342060804367065
0.5020190958794145,175.72263734273244,19.004290342330933
0.5021617887192323,188.82971010998233,21.86132049560547
0.5024295170824391,158.0350279396288,24.930189609527588
0.5024978489596412,166.95180023127196,28.18798017501831
0.5025839447332692,172.6041957529011,31.652892589569092
0.5026457718667929,185.83506160899236,35.33351445198059
0.5026457718667929,185.83506160899236,39.21862030029297
0.5026457718667929,185.83506160899236,43.32162070274353
0.5026457718667929,185.83506160899236,47.6324667930603
0.502668798753829,194.21490625725542,52.18513059616089
0.502668798753829,194.21490625725542,57.02063536643982
0.502668798753829,194.21490625725542,62.06115436553955
0.502668798753829,194.21490625725542,67.29994130134583
0.502668798753829,194.21490625725542,72.7353765964508
0.502668798753829,194.21490625725542,78.50920796394348
0.502668798753829,194.21490625725542,84.44565725326538
0.5027086710306201,199.09088823063013,90.4593243598938
0.502668798753829,194.21490625725542,96.39412760734558
0.5027014070195459,187.3866948041088,102.33342480659485
0.502668798753829,194.21490625725542,108.30876994132996
0.5027086710306201,199.09088823063013,114.25647044181824
0.5027086710306201,199.09088823063013,120.26738500595093
0.5027086710306201,199.09088823063013,126.21978187561035
0.5027086710306201,199.09088823063013,132.15273880958557
0.5027086710306201,199.09088823063013,138.0831639766693
0.5027086710306201,199.09088823063013,144.039954662323
0.5027086710306201,199.09088823063013,149.96887636184692
0.5027086710306201,199.09088823063013,155.89515566825867
0.5027086710306201,199.09088823063013,161.9493851661682
0.5027086710306201,199.09088823063013,167.8900055885315
0.5027086710306201,199.09088823063013,173.89423632621765
0.5027014070195459,187.3866948041088,179.83715677261353
0.5027014070195459,187.3866948041088,185.82057523727417
0.5027014070195459,187.3866948041088,191.83270502090454
0.5027014070195459,187.3866948041088,197.86777091026306
0.5027086710306201,199.09088823063013,203.83969616889954
0.5027014070195459,187.3866948041088,209.78939127922058
0.5027014070195459,187.3866948041088,215.76179909706116
0.5027014070195459,187.3866948041088,221.74968123435974
0.5027014070195459,187.3866948041088,227.69684863090515
0.5027014070195459,187.3866948041088,233.6820993423462
0.5027014070195459,187.3866948041088,239.6826012134552
0.5027014070195459,187.3866948041088,245.60487151145935
0.5027014070195459,187.3866948041088,251.5510482788086
0.5027014070195459,187.3866948041088,257.535630941391
0.5027014070195459,187.3866948041088,263.5227270126343
0.5027014070195459,187.3866948041088,269.4896161556244
0.5027014070195459,187.3866948041088,275.43929839134216
0.5027014070195459,187.3866948041088,281.3719742298126
0.5027014070195459,187.3866948041088,287.3653755187988
0.5027014070195459,187.3866948041088,293.3988902568817
0.5027014070195459,187.3866948041088,299.52437019348145
0.5027014070195459,187.3866948041088,305.4954934120178
0.5027014070195459,187.3866948041088,311.4504220485687
0.5027014070195459,187.3866948041088,317.3965427875519
0.5027014070195459,187.3866948041088,323.33746671676636
0.5027014070195459,187.3866948041088,329.2838411331177
0.5027014070195459,187.3866948041088,335.2438747882843
0.5027014070195459,187.3866948041088,341.2342300415039
0.5027014070195459,187.3866948041088,347.2203550338745
0.5027014070195459,187.3866948041088,353.1894996166229
0.5027014070195459,187.3866948041088,359.2587218284607
0.5027014070195459,187.3866948041088,365.27259349823
0.5027014070195459,187.3866948041088,371.30178928375244
0.5027014070195459,187.3866948041088,377.3433964252472
0.5027014070195459,187.3866948041088,383.39137053489685
0.5027014070195459,187.3866948041088,389.4238142967224
0.5027014070195459,187.3866948041088,395.4111008644104
0.5027014070195459,187.3866948041088,401.45930886268616
0.5027014070195459,187.3866948041088,407.5915083885193
0.5027014070195459,187.3866948041088,413.8026361465454
0.5027014070195459,187.3866948041088,420.22797679901123
0.5027014070195459,187.3866948041088,426.5859010219574
0.5027014070195459,187.3866948041088,433.11776900291443
0.5027014070195459,187.3866948041088,439.5790388584137
0.5027014070195459,187.3866948041088,445.9405896663666
0.5027014070195459,187.3866948041088,452.09784746170044
0.5027014070195459,187.3866948041088,458.39294695854187
0.5027014070195459,187.3866948041088,465.10584568977356
0.5027014070195459,187.3866948041088,471.7499713897705
0.5027014070195459,187.3866948041088,478.3647315502167
0.5027014070195459,187.3866948041088,484.8929042816162
0.5027014070195459,187.3866948041088,491.4745669364929
0.5027014070195459,187.3866948041088,498.16735076904297
0.5027014070195459,187.3866948041088,504.7889840602875
0.5027014070195459,187.3866948041088,511.61956119537354
0.5027014070195459,187.3866948041088,518.4263415336609
0.5027014070195459,187.3866948041088,525.2510826587677
